사업코드,사업명,공고관리번호,사업구분,국내외구분,발주처,PM부서,발주방법,등록구분,진행상태,PM,대표사,공동도급사,수주일자,계약일자,원화공급가액,원화부가세액,원화합계금액,수금율(%),변경준공일(차수),주관사
C20120088,율리~삼동간(율리구간)도로개설공사 보완설계용역,A120701-02,설계,국내,조달청(울산광역시 종합건설본부),도로부,수의계약(미사용),본사업,준공,이인훈,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-01,2012-07-16,"15,681,818","1,568,182","17,250,000",100.00,2012-09-15,주관사
C20120089,고창 월산저수지 비상대처계획 수립용역,A120712-05,설계,국내,전북특별자치도 고창군,수자원부,수의계약(미사용),본사업,해지,서혜종,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-01,2012-07-20,0,0,0,0.00,2012-12-16,주관사
C20120090,수도권 제2순환(파주-포천간) 고속도로 건설사업 환경영향평가 용역,A120717-02,설계,국내,한국도로공사,환경사업부,지명경쟁입찰(TP)(미사용),본사업,준공,,㈜수성엔지니어링,"㈜수성엔지니어링(51), ㈜서영엔지니어링(49)",2012-07-17,2012-07-20,"429,916,090","42,991,609","472,907,700",56.54,2015-12-18,주관사
C20120090A,수도권 제2순환(파주-포천간) 고속도로 건설사업 환경영향평가 용역_추가A,A120717-02,설계,국내,㈜서영엔지니어링,환경사업부,지명경쟁입찰(TP)(미사용),지분차액,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-17,2012-07-20,"9,194,181","919,418","10,113,600","3,603.37",2013-10-19,비주관사
C20120090B,수도권 제2순환(파주-포천간) 고속도로 건설사업 환경영향평가 용역_추가B,A120717-02,설계,국내,㈜서영엔지니어링,환경사업부,지명경쟁입찰(TP)(미사용),지분차액,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-17,2012-07-20,"142,545,454","14,254,545","156,800,000",232.41,2013-10-19,비주관사
C20120090C,수도권 제2순환(파주-포천간) 고속도로 건설사업 환경영향평가 용역_추가C,A120717-02,설계,국내,㈜서영엔지니어링,환경사업부,지명경쟁입찰(TP)(미사용),지분차액,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-17,2012-07-20,"85,527,272","8,552,727","94,080,000",387.36,2013-10-19,비주관사
C20120090D,수도권 제2순환(파주-포천간) 고속도로 건설사업 환경영향평가 용역_추가D,A120717-02,설계,국내,㈜서영엔지니어링,환경사업부,지명경쟁입찰(TP)(미사용),지분차액,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-17,2012-07-20,"94,033,672","9,403,367","103,437,040",352.32,2013-10-19,비주관사
C20120091,하남시 지역현안사업부지 2지구 접근도로 개설공사 기본 및 실시설계용역,A120718-01,설계,국내,하남도시공사,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,전희목,㈜수성엔지니어링,"㈜수성엔지니어링(70), 극동엔지니어링㈜(30)",2012-07-18,2012-07-27,"922,332,727","92,233,272","1,014,566,000",138.67,2015-07-24,주관사
C20120092,강일 테니스장 조성공사 설계용역,A120705-03,설계,국내,서울특별시 강동구,지반부,수의계약(미사용),본사업,준공,홍장기,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-05,2012-07-19,"19,902,727","1,990,273","21,893,000",100.00,2012-08-17,주관사
C20120093,김해 GoldenRoot일반산업단지 산업단지계획(지정 및 실시계획) 변경 용역,A120711-01,설계,국내,한국산업단지공단,도시계획부,일반경쟁(미사용),본사업,준공,조성용,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-11,2012-07-25,"254,754,545","25,475,455","280,230,000",100.00,2013-07-31,비주관사
C20120094,관광위락단지 조성사업 타당성조사 및 기본계획(안) 수립용역,A120718-02,설계,국내,경기도 하남시,도시계획부,일반경쟁(미사용),본사업,준공,김기환,㈜수성엔지니어링,"㈜수성엔지니어링(100), ㈜하우드엔지니어링종합건축사사무소(0)",2012-07-18,2012-08-01,"79,186,364","7,918,636","87,105,000",125.00,2012-12-28,주관사
C20120096,2012년도 부산청 신규도로 ITS 구축 설계,A120712-04,설계,국내,한국건설기술연구원,교통부,일반경쟁(미사용),본사업,준공,김정환,㈜수성엔지니어링,"㈜수성엔지니어링(50), ㈜대영엔지니어링(50)",2012-07-12,2012-07-27,"36,431,818","3,643,182","40,075,000",117.64,2012-09-24,주관사
C20120096A,2012년도 부산청 신규도로 ITS 구축 설계_추가A,,설계,국내,대영유비텍 주식회사,교통부,일반경쟁(미사용),지분차액,준공,김정환,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-12,2012-07-27,"5,464,773","546,477","6,011,250",100.00,2012-09-24,비주관사
C20120097,충북선 도안-보천간 44km600부근 송정지하차도 설치공사 전면책임감리용역,A120727-07,감리,국내,한국철도공사,철도건설관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-27,2012-07-31,"357,188,182","35,718,818","392,907,000",100.00,2013-11-30,주관사
C20120098,소사 제1배수지 확장공사 기본 및 실시설계용역,A120720-02,설계,국내,경기도 부천시,상하수도부,일반경쟁(미사용),본사업,준공,송병준,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-07-20,2012-08-06,"96,132,727","9,613,273","105,746,000",100.00,2012-11-06,주관사
C20120099,북아현1-3구역 재정비촉진지구 주택재개발정비사업 환경보전방안검토 용역,A120802-01,설계,국내,북아현1-3 재정비촉진구역 주택재개발 정비사업조합,환경사업부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-08-02,2012-08-02,"67,900,000","6,790,000","74,690,000",100.00,2015-02-23,주관사
C20120100,고촌의료복합단지 GB해제를 위한토지이용기획 연구용역,A120813-01,설계,국내,경기도 김포도시관리공사,도시계획부,수의계약(미사용),본사업,준공,조성용,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-08-13,2012-08-16,"9,500,000","950,000","10,450,000",100.00,2012-09-30,주관사
C20120101,호남고속철도 1-2공구 길내기 및 교량 스크린 변경설계,A120801-01,설계,국내,삼성물산㈜,철도설계부,수의계약(미사용),본사업,준공,배헌규,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-08-01,2012-07-20,"16,000,000","1,600,000","17,600,000",100.00,2012-08-20,주관사
C20120102,마둔2-1지구 대구획경지정리사업 세부설계 용역,A120821-03,설계,국내,한국농어촌공사 경기지역본부,농공부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-08-21,2012-08-23,"34,940,909","3,494,091","38,435,000",100.00,2012-10-05,주관사
C20120103,장현2교 교량형식변경 설계용역,A120801-02,설계,국내,현대건설㈜,구조부,수의계약(미사용),본사업,준공,이용우,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-08-01,2012-08-14,"47,200,000","4,720,000","51,920,000",100.00,2015-05-31,주관사
C20120104,"오천~장기간도로 4차로 확포장공사 1,2공구 통합전면책임감리용역",A120821-01,감리,국내,경상북도,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜수성엔지니어링,"㈜수성엔지니어링(51), ㈜강산이앤씨(49)",2012-08-21,2012-08-28,"1,123,066,363","112,306,636","1,235,373,000",100.00,2018-07-31,주관사
C20120105,적성-전곡 도로건설공사(1공구) 차탄2교 P4 안정성 검토용역,A120820-04,설계,국내,㈜한라,지반부,수의계약(미사용),본사업,준공,이종길,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-08-20,2012-08-27,"8,636,364","863,636","9,500,000",100.00,2012-09-20,주관사
C20120106,몽골 보양트오하 하수처리장 입찰설계용역,A120820-05,설계,해외,㈜태영건설,구조부,수의계약(미사용),본사업,준공,이정학,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-08-20,2012-08-31,"97,000,000","9,700,000","106,700,000",100.00,2012-09-17,주관사
C20120107,청주 지웰시티 2단계 단지조성공사 전면책임감리용역,A120820-06,감리,국내,주식회사 신영대농개발,건설사업관리부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-08-20,2012-07-12,"650,000,000","65,000,000","715,000,000",100.00,2016-12-30,주관사
C20120108,경인고속도로 지하차도 경관개선공사 기본 및 실시설계용역,A120904-01,설계,국내,경기도 부천시 오정구,구조부,일반경쟁(미사용),본사업,준공,김태문,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-09-04,2012-09-06,"38,318,182","3,831,818","42,150,000",90.40,2013-07-25,주관사
C20120109,영월정선권역 하천재해예방공사 통합책임감리용역,A120903-02,감리,국내,강원도,건설사업관리부,용역형 건설사업관리,본사업,준공,,㈜화신엔지니어링,"㈜화신엔지니어링(60), ㈜수성엔지니어링(40)",2012-09-03,2012-09-11,"288,956,363","28,895,636","317,852,000",100.00,2015-02-02,비주관사
C20120109A,영월정선권역 하천재해예방공사 통합책임감리용역_추가A,A120903-02,감리,국내,㈜화신엔지니어링,건설사업관리부,용역형 건설사업관리,지분차액,준공,,㈜화신엔지니어링,㈜수성엔지니어링(100),2012-09-03,2012-09-11,"7,120,909","712,090","7,833,000",100.00,2015-03-11,비주관사
C20120110,벽제천 생태하천 복원사업 기본 및 실시설계 용역,A120920-02,설계,국내,경기도 고양시,수자원부,설계시공분리발주,본사업,준공,한규환,㈜도화엔지니어링,"㈜도화엔지니어링(70), ㈜수성엔지니어링(30)",2012-09-20,2012-09-25,"97,309,090","9,730,909","107,040,000",100.00,2017-11-11,주관사
C20120111,광명역세권 및 이문차량기지 이전에 따른 개발 기본구상 및 타당성 조사 용역,A120917-01,설계,국내,한국철도공사,도시계획부,협상에의한방식(미사용),본사업,준공,김기환,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-09-17,2012-09-24,"282,727,273","28,272,727","311,000,000",100.00,2013-06-30,주관사
C20120112,동읍~한림간 도로 확포장공사 강교감리용역,A120901-01,감리,국내,지성건설㈜,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-09-01,2012-09-17,"7,000,000","700,000","7,700,000",100.00,2012-10-16,주관사
C20120113,아름마을 어린이공원 조성사업 실시설계용역,A120924-01,설계,국내,경기도 구리시,도시설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,장병진,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-09-24,2012-09-28,"27,253,636","2,725,364","29,979,000",100.00,2014-02-24,주관사
C20120114,국내 기후변화에 대비한 고속도로 설계기준 정립연구,A121004-03,설계,국내,한국도로공사,도로부,수의계약(미사용),본사업,준공,신흥교,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-04,2012-10-08,"119,090,909","11,909,091","131,000,000",100.00,2013-11-19,주관사
C20120115,천안시 번영로(운동장사거리) 입체화 기본 및 실시설계용역,A121009-02,설계,국내,한국토지주택공사 대전충남지역본부,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,정진황,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-09,2012-10-22,"599,150,000","59,915,000","659,065,000",100.00,2022-02-25,주관사
C20120116,가재울뉴타운 3구역 주택개발사업 환경보전방안검토 용역,A111203-01,설계,국내,가재울뉴타운3구역 주택재개발 정비사업조합,환경사업부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2011-12-03,2011-12-07,"15,000,000","1,500,000","16,500,000",100.00,2999-12-31,주관사
C20120117,2012년도 서울청 국도ITS 구축 설계용역,A121012-05,설계,국내,한국건설기술연구원,교통부,지명경쟁입찰(PQ)(미사용),본사업,준공,장윤섭,㈜수성엔지니어링,"㈜수성엔지니어링(50), ㈜대영엔지니어링(50)",2012-10-12,2012-10-22,"118,563,637","11,856,363","130,420,000",151.51,2012-12-10,주관사
C20120117A,2012년도 서울청 국도ITS 구축 설계용역_추가A,,설계,국내,대영유비텍 주식회사,교통부,지명경쟁입찰(PQ)(미사용),지분차액,준공,장윤섭,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-12,2012-10-22,"40,311,636","4,031,164","44,342,800",100.00,2012-12-10,비주관사
C20120118,잠실길 지하차도 조성공사 전면책임감리용역,A121019-03,감리,국내,서울특별시 송파구,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜대한콘설탄트,"㈜대한콘설탄트(42), ㈜수성엔지니어링(36), ㈜경원엔지니어링건축사사무소(20), 한방유비스(2)",2012-10-19,2012-10-26,"799,789,091","79,978,908","879,768,000",100.00,2014-07-31,주관사
C20120119,황해경제자유구역 포승지구 조성사업 조사설계용역,A121030-01,설계,국내,경기주택도시공사,도시계획부,지명경쟁입찰(PQ)(미사용),본사업,진행,오평수,㈜수성엔지니어링,"㈜수성엔지니어링(45), ㈜경동엔지니어링(35), ㈜동일기술공사(20)",2012-10-30,2012-11-07,"2,318,020,284","231,802,028","2,549,822,312",99.93,2025-08-31,주관사
C20120119A,황해경제자유구역 포승지구 조성사업 조사설계용역_추가A,A121030-01,설계,국내,㈜동일기술공사,도시계획부,지명경쟁입찰(PQ)(미사용),지분차액,중지,정우철,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-30,2012-11-07,"19,985,553","1,998,555","21,984,109",0.00,2015-05-01,비주관사
C20120119B,황해경제자유구역 포승지구 조성사업 조사설계용역_추가B,A121030-01,설계,국내,㈜경동엔지니어링,도시계획부,지명경쟁입찰(PQ)(미사용),지분차액,중지,정우철,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-30,2012-11-07,"34,974,717","3,497,471","38,472,189",27.08,2015-05-01,비주관사
C20120120,서안양우체국 앞 지하보도 정밀안전점검 및 실시설계,A121030-02,설계,국내,경기도 안양시,구조부,지명경쟁입찰(PQ)(미사용),본사업,준공,함진훈,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-30,2012-11-05,"27,820,000","2,782,000","30,602,000",100.00,2013-05-22,주관사
C20120121,드림파크 골프장 인허가 대행 용역,A121025-04,설계,국내,조달청,도시계획부,일반경쟁(미사용),본사업,준공,조성용,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-25,2012-11-06,"126,918,182","12,691,818","139,610,000",100.00,2013-11-30,주관사
C20120122,모잠비크 마푸토 교통환경개선사업 타당성조사용역,A121009-01,설계,해외,한국수출입은행,교통부,지명경쟁입찰(TP)(미사용),본사업,준공,장윤섭,㈜제일엔지니어링종합건축사사무소,"㈜제일엔지니어링종합건축사사무소(39), 한국교통연구원(35), ㈜수성엔지니어링(26)",2012-10-25,2012-10-31,"83,389,091","8,338,909","91,728,000",100.00,2013-05-06,비주관사
C20120123,울란바타르시의 도로 및 시설물의 감리용역(패키지-1),A121101-03,감리,해외,몽골국 울란바타르시,건설사업관리부,기술제안서평가방식(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-01,2012-10-30,"589,886,481","58,988,648","648,875,129",100.00,2014-09-30,비주관사
C20120124,보문호 야간경관조명 설치사업 설계사업,A121109-03,설계,국내,조달청(경상북도 문화관광공사),지반부,수의계약(미사용),본사업,준공,이재원,㈜수성엔지니어링,"㈜누리플랜(84), ㈜수성엔지니어링(16)",2012-11-09,2012-11-12,"26,618,182","2,661,818","29,280,000",53.23,2013-01-10,주관사
C20120124A,보문호 야간경관조명 설치사업 설계사업_추가A,A121109-03,설계,국내,㈜누리플랜,지반부,수의계약(미사용),지분차액,준공,이재원,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-09,2012-11-12,"23,381,818","2,338,181","25,720,000",100.00,2013-01-10,비주관사
C20120125,경안천외 1개하천 고향의강 정비사업 통합 전면책임감리용역,A121113-04,감리,국내,경기도,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜건화,"㈜건화(42), 동부엔지니어링㈜(33), ㈜수성엔지니어링(25)",2012-11-13,2012-11-20,"429,295,454","42,929,546","472,225,000",100.00,2019-01-28,주관사
C20120126,화옹지구 대단위농업개발사업 5공구 세부설계 용역,A121114-02,설계,국내,한국농어촌공사 기술안전품질원,수자원부,설계시공분리발주,본사업,준공,황경우,㈜수성엔지니어링,"㈜수성엔지니어링(45), ㈜한국종합기술(35), ㈜평화엔지니어링(20)",2012-11-14,2012-11-16,"323,991,818","32,399,181","356,391,000",100.00,2013-06-30,주관사
C20120127,온산국가산업단지 강양.우봉1지구 조성사업 전면책임감리용역,A121116-01,감리,국내,울산광역시 도시공사,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,박양수,㈜수성엔지니어링,"㈜수성엔지니어링(35), ㈜천일(35), ㈜부광엔지니어링(30)",2012-11-16,2012-11-23,"1,633,990,909","163,399,090","1,797,390,000",100.00,2020-01-31,주관사
C20120127A,온산국가산업단지 강양.우봉1지구 조성사업 전면책임감리용역_추가A,A121116-01,감리,국내,㈜천일,건설사업관리부,지명경쟁입찰(PQ)(미사용),지분차액,준공,박양수,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-16,2012-11-23,"251,554,545","25,155,454","276,710,000",0.00,2016-10-02,비주관사
C20120128,"경안,송정지구 우수관로 설치공사 전면책임감리용역",A121115-01,감리,국내,경기도 광주시,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜선진엔지니어링종합건축사사무소,"㈜선진엔지니어링종합건축사사무소(60), ㈜수성엔지니어링(40)",2012-11-15,2012-11-20,"103,765,454","10,376,545","114,142,000",100.00,2013-06-21,주관사
C20120129,154kV 신울산-옥동 등 6개T/L 지적측량 및 종단측량 용역,A121101-04,설계,국내,한국전력공사,지반부,지명경쟁입찰(PQ)(미사용),본사업,준공,이재원,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-01,2012-11-21,"108,381,818","10,838,182","119,220,000",100.00,2012-12-31,주관사
C20120130,올랑곰~헙드간 190km 도로 실시설계용역 중 교량1개소 설계,A121101-06,설계,해외,교조르갈,구조부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-01,2012-07-01,0,0,0,0.00,2012-07-01,주관사
C20120131,항올구 제11동 도로상의 철근콘크리트교량 개선설계 중 교량실시설계용역,A121101-05,설계,해외,교조르갈,구조부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-01,2012-05-01,0,0,0,0.00,2012-05-01,비주관사
C20120132,볼강~다실칠렝간 133km 도로 실시설계 용역 중 소교량 5개소설계,A121101-07,설계,해외,교조르갈,구조부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-01,2012-07-01,0,0,0,0.00,2012-07-01,주관사
C20120133,인천국제공항철도 영종역 신설 및 제2여객터미널 연결철도 교통영향분석 개선대책수립,A121121-03,설계,국내,국가철도공단,교통부,지명경쟁입찰(PQ)(미사용),본사업,준공,이종학,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-21,2012-12-04,"83,518,182","8,351,818","91,870,000",100.00,2013-05-31,주관사
C20120134,외칠 새마을교 수해복구사업 실시설계용역,A121122-02,설계,국내,경상북도 경주시,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜수성엔지니어링,"㈜수성엔지니어링(70), ㈜한주엔지니어링(30)",2012-11-22,2012-11-22,"156,895,455","15,689,545","172,585,000",100.00,2013-01-24,주관사
C20120134A,외칠 새마을교 수해복구사업 실시설계용역_추가A,,설계,국내,㈜청명종합엔지니어링,도로부,지명경쟁입찰(PQ)(미사용),지분차액,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-22,2012-11-22,"127,466,363","12,746,637","140,213,000",100.00,2013-01-24,비주관사
C20120135,인덕원~수원 복선전철 건설사업 타당성 재조사의 기술적 검토 및 비용추정,A121107-01,설계,국내,한국개발연구원,철도설계부,일반경쟁(미사용),본사업,준공,조재환,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-07,2012-11-22,"27,272,727","2,727,273","30,000,000",100.00,2013-10-25,비주관사
C20120137,목암천 정비공사 실시설계 중 목암2교 변경설계용역,A121105-01,설계,국내,㈜좋은세상건설,구조부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-05,2012-11-19,"10,000,000","1,000,000","11,000,000",100.00,2012-12-18,주관사
C20120138,중앙선 원주~제천 복선전철 제1공구 노반 건설공사 서곡천 보축공사 설계용역,A121101-08,설계,국내,두산건설㈜,수자원부,설계시공분리발주,본사업,준공,서혜종,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-01,2012-11-29,"92,300,000","9,230,000","101,530,000",100.00,2017-07-28,비주관사
C20120139,중앙선 도담~영천 복선전철 제 6공구 노반건설공사 기본설계용역,A121201-01,설계,국내,조달청(충청남도 청양군 맑은물사업소),철도설계부,턴키(미사용),본사업,준공,채희남,㈜수성엔지니어링,"㈜수성엔지니어링(38.49), ㈜한국종합기술(25.21), ㈜교량과 고속철도(21.17), ㈜서영엔지니어링(15.13)",2012-12-01,2012-12-05,"1,964,624,000","196,462,400","2,161,086,400",100.00,2999-12-31,비주관사
C20120140,추동근린공원 민간공원조성사업 타당성 검토용역,A121122-03,설계,국내,경기도 의정부시,도시설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,이혜선,㈜수성엔지니어링,"㈜수성엔지니어링(50), (주) 디안(40), 극동엔지니어링㈜(10)",2012-11-22,2012-12-06,"21,022,272","2,102,227","23,124,500",100.00,2013-04-05,주관사
C20120141,경인고속도로 직선화 건설공사(1공구)신설교차로(교량) 실시설계용역,A121201-02,설계,국내,두산건설㈜,도로부,수의계약(미사용),본사업,준공,이명섭,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-12-01,2012-12-06,"113,200,000","11,320,000","124,520,000",100.00,2013-04-26,주관사
C20120142,인천국제공항 T1 진입경관조성 기본 및 실시설계용역,A121206-02,설계,국내,인천국제공항공사,도시설계부,지명경쟁입찰(SOQ)(미사용),본사업,준공,장병진,㈜수성엔지니어링,"㈜수성엔지니어링(65), ㈜건화(35), ㈜신명건설기술공사(0)",2012-12-06,2012-12-14,"361,205,000","36,120,500","397,325,500",100.00,2014-04-30,비주관사
C20120143,북아현1-3 재정비촉진구역 주택재개발정비사업 사후환경영향조사,A121110-01,설계,국내,북아현1-3 재정비촉진구역 주택재개발 정비사업조합,환경사업부,수의계약(미사용),본사업,중지,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-10,2012-11-19,"315,000,000","31,500,000","346,500,000",30.00,2016-11-25,주관사
C20120144,탄약고 주변 주민 이주단지 조성공사 전면책임감리용역,A121207-02,감리,국내,전북특별자치도 군산시,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜수성엔지니어링,"㈜수성엔지니어링(70), 제이씨엔 (주)(30)",2012-12-07,2012-12-21,"640,181,818","64,018,181","704,200,000",100.00,2015-05-10,주관사
C20120145,자작천 개수사업(3차분) 소규모 환경영향평가 용역,A121213-04,설계,국내,경기도 광주시,환경사업부,일반경쟁(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-12-13,2012-12-18,"37,416,364","3,741,636","41,158,000",100.00,2013-06-09,주관사
C20120146,수원역 환승센터 건립 기본 및 실시설계용역,A121220-02,설계,국내,경기도 수원특례시,구조부,지명경쟁입찰(PQ)(미사용),본사업,준공,김명철,㈜수성엔지니어링,"㈜수성엔지니어링(49.93), 동호(27.24), 유선건축(16.79)",2012-12-20,2012-12-24,"1,018,056,364","101,805,636","1,119,862,000",99.99,2015-01-31,주관사
C20120147,신월 빗물저류배수시설 등 방재시설 확충공사 전면책임감리용역,A121220-08,감리,국내,서울특별시 도시기반시설본부,건설사업관리부,지명경쟁입찰(TP)(미사용),본사업,준공,최병현,㈜수성엔지니어링,"㈜수성엔지니어링(31.38), ㈜천일(24.73), ㈜동일기술공사(24.45), 주식회사 범한엔지니어링(18.54), 한방유비스(0.9)",2012-12-20,2012-12-28,"2,108,937,733","210,893,773","2,319,831,506",100.00,2020-05-31,주관사
C20120147A,신월 빗물저류배수시설 등 방재시설 확충공사 전면책임감리용역_추가A,,감리,국내,㈜동일기술공사,건설사업관리부,지명경쟁입찰(TP)(미사용),지분차액,준공,최병현,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-12-20,2012-12-28,"11,844,733","1,184,473","13,029,206",242.21,2016-03-06,비주관사
C20120147B,신월 빗물저류배수시설 등 방재시설 확충공사 전면책임감리용역_추가B,,감리,국내,㈜천일,건설사업관리부,지명경쟁입찰(TP)(미사용),지분차액,준공,최병현,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-12-20,2012-12-28,"33,369,093","3,336,909","36,706,002",135.49,2016-03-06,비주관사
C20120148,수도권고속철도(수서~평택) 제7공구 노반신설 개착터널 연장축소 검토용역,A121201-03,설계,국내,㈜포스코이앤씨,지반부,수의계약(미사용),본사업,준공,박봉기,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-12-01,2012-12-07,"118,000,000","11,800,000","129,800,000",100.00,2015-01-31,주관사
C20120149,동읍-한림간 도로확포장공사 강교감리용역,A121023-01,감리,국내,지성건설㈜,건설사업관리부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-23,2012-11-11,"60,690,000","6,069,000","66,759,000",100.00,2013-07-31,주관사
C20120150,용암-선남간 도로4차로 확포장공사 강교감리용역,A120925-02,감리,국내,승화프랜트산업㈜,건설사업관리부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-09-25,2012-10-01,"6,000,000","600,000","6,600,000",100.00,2012-10-25,주관사
C20120151,공주~청원 고속도로 민간투자사업,A121125-01,설계,국내,에스케이에코플랜트㈜,도로부,수의계약(미사용),본사업,준공,최태화,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-11-25,2012-11-29,0,0,0,0.00,2012-11-29,주관사
C20120152,남한강 예술특구 조성 실시설계용역,A121224-03,설계,국내,문화체육관광부,도시설계부,협상에의한방식(미사용),본사업,준공,김훈,㈜수성엔지니어링,"㈜삼우씨엠건축사사무소(77.8), ㈜수성엔지니어링(22.2)",2012-12-24,2012-12-28,"341,136,364","34,113,636","375,250,000",100.00,2013-12-30,주관사
C20120153,교량 압축부재 최적화 설계용역,A121027-01,설계,국내,에이치디씨현대산업개발㈜,구조부,수의계약(미사용),본사업,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-27,2012-11-01,"9,600,000","960,000","10,560,000",100.00,2012-11-30,주관사
C20130001,백마강 수상관광 기반시설 조성사업 기본 및 실시설계용역,A121218-08,설계,국내,충청남도 부여군,도시설계부,일반경쟁(미사용),본사업,준공,이혜선,㈜우경엔지니어링,"㈜우경엔지니어링(70), ㈜수성엔지니어링(30)",2012-12-01,2012-12-21,"26,766,818","2,676,681","29,443,500",333.33,2013-04-25,주관사
C20130002,지열 히트펌프 시스템 설치공사,A121020-01,시공,국내,김남실,에너지환경사업부,수의계약(미사용),본사업,준공,정운,㈜수성엔지니어링,㈜수성엔지니어링(100),2012-10-20,2012-11-04,"10,000,000","1,000,000","11,000,000",100.00,2012-11-30,주관사
C20130003,행신~원흥간(시도79호선) 도로개설공사 사후 환경영향 조사용역,A130121-01,설계,국내,경기도 고양시,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,준공,,㈜수성엔지니어링,"㈜수성엔지니어링(70), ㈜동일기술공사(30)",2013-01-21,2013-01-24,"341,015,818","34,101,581","375,117,400",500.00,2018-06-30,주관사
C20130003A,행신~원흥간(시도79호선) 도로개설공사 사후 환경영향 조사용역_추가A,,설계,국내,㈜동일기술공사,환경사업부,지명경쟁입찰(PQ)(미사용),지분차액,준공,,㈜수성엔지니어링,㈜수성엔지니어링(100),2013-01-21,2013-01-24,"29,608,182","2,960,818","32,569,000",100.00,2018-01-01,비주관사
