사업코드,사업명,사업구분,국내외구분,발주처,PM부서,발주방법,등록구분,진행상태,공동도급사,계약일자,변경준공일(차수),주관사
C20100098,2010년도 원주청 국도ITS(국도 6호선 등) 감리용역,감리,국내,한국건설기술연구원,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"대영유비텍 주식회사(66), ㈜수성엔지니어링(34)",2010-09-13,2010-12-30,비주관사
C20100097,CJ제일제당(주) 구로동 공장부지 제1종지구단위계획수립 관련 사전환경성검토 용역,설계,국내,씨앤아이레저산업(주),환경사업부,수의계약(미사용),본사업,중지,㈜수성엔지니어링(100),2010-09-07,2999-12-31,주관사
C20100096,"경부고속철도 제6-4A, 6-4B공사 강교감리용역",감리,국내,현대스틸산업(주),건설사업관리부,민간(미사용),본사업,준공,㈜수성엔지니어링(100),2010-08-06,2010-09-19,주관사
C20100095,전국경제인연합회 사옥 신축공사 사후환경영향조사 용역,설계,국내,전국경제인연합회,환경사업부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-09-03,2013-08-10,주관사
C20100094,시흥대교 확장공사 중 교통소통대책 수립대행자 용역,설계,국내,태평양개발(주),교통부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-08-16,2010-10-30,주관사
C20100093,서귀포 제2관광단지 조성사업 제영향평가용역,설계,국내,한국관광공사,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),2010-08-26,2011-09-09,주관사
C20100092B,원주~강릉 철도건설 제3공구 노반 실시설계_추가B,설계,국내,㈜서영엔지니어링,철도설계부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-08-26,2011-11-18,주관사
C20100092A,원주~강릉 철도건설 제3공구 노반 실시설계_추가A,설계,국내,청석,철도설계부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-08-26,2011-11-18,주관사
C20100092,원주~강릉 철도건설 제3공구 노반 실시설계,설계,국내,국가철도공단,철도설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(39.02), ㈜서영엔지니어링(39.02), 청석(21.96)",2010-08-26,2014-03-31,주관사
C20100091,2009년도 서울지방국토관리청 국도 ITS 자가통신망 구축 감리용역,감리,국내,한국건설기술연구원,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"대영유비텍 주식회사(83), ㈜수성엔지니어링(17)",2010-08-09,2010-10-25,비주관사
C20100090,서울외곽선 125.6km 운중교 개량공사 기본 및 실시설계용역,설계,국내,한국도로공사,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(50), 동부엔지니어링㈜(50)",2010-09-08,2011-12-24,주관사
C20100089,함양~울산 고속도로 건설공사 실시설계용역(제18공구),설계,국내,한국도로공사,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(60), 동부엔지니어링㈜(40)",2010-09-06,2013-12-06,주관사
C20100088,함양~울산 고속도로 건설공사 실시설계용역(제17공구),설계,국내,한국도로공사,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(60), ㈜경호엔지니어링종합건축사사무소(40)",2010-09-06,2013-12-06,주관사
C20100087,평택호 횡단도로 건설공사 실시설계용역 중 사전재해영향성검토 및 수리수문분석(2차원수치해석),설계,국내,㈜유신,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),2010-06-17,2014-12-31,주관사
C20100086,미산 골프장(18홀) 도시계획시설 결정 및 인허가 용역,설계,국내,주식회사 신미산개발 ,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-08-05,2016-03-17,주관사
C20100085,북아현1-3구역 재정비촉진 주택재개발정비사업 환경영향평가(재협의)용역,설계,국내,북아현1-3 재정비촉진구역 주택재개발 정비사업조합,환경사업부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-08-03,2999-12-31,주관사
C20100084A,울란바타르시 메트로 건설사업 타당성 조사용역_추가A,설계,해외,서울메트로,철도설계부,기술제안서평가방식(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-08-02,2010-12-02,주관사
C20100084,울란바타르시 메트로 건설사업 타당성 조사용역,설계,해외,몽골국 울란바타르시,철도설계부,기술제안서평가방식(미사용),본사업,준공,㈜수성엔지니어링(100),2010-08-02,2010-12-02,주관사
C20100083A,광암~마산간 도로확장공사 사후환경영향조사용역_추가A,설계,국내,㈜서영엔지니어링,환경사업부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-07-21,2018-07-25,주관사
C20100083,광암~마산간 도로확장공사 사후환경영향조사용역,설계,국내,경기도 건설본부,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜서영엔지니어링(60), ㈜수성엔지니어링(40)",2010-07-21,2021-07-19,비주관사
C20100082A,경마공원~청통와촌IC 연결도로 외 2개소 확포장공사 기본 및 실시설계용역_추가A,설계,국내,㈜청명종합엔지니어링,도로부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-07-15,2011-01-17,주관사
C20100082,경마공원~청통와촌IC 연결도로 외 2개소 확포장공사 기본 및 실시설계용역,설계,국내,경상북도 영천시,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(60), ㈜동성엔지니어링(15), ㈜한도엔지니어링종합건축사사무소(15), ㈜청명종합엔지니어링(10)",2010-07-15,2011-01-17,주관사
C20100081,드림파크 골프장 사후환경영향조사용역,설계,국내,수도권매립지관리공사,환경사업부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-07-13,2013-03-09,주관사
C20100080,경희대학교 국제캠퍼스 증축 교통영향분석.개선대책(변경심의)용역,설계,국내,경희대학교 국제캠퍼스,교통부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-07-07,2999-12-31,주관사
C20100079,강변북로(성산대교~반포대교)확장사업 환경영향평가용역,설계,국내,서울특별시 도시기반시설본부,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),2010-07-13,2019-02-01,주관사
C20100078,"국도39호선 우회도로 개설공사(계수육교, 대야육교) 강교감리 용역",감리,국내,동부철구사업소,건설사업관리부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-03,2010-08-02,주관사
C20100077,광주효천1 도시개발사업 개발계획 및 실시계획 변경용역,설계,국내,한국토지주택공사 광주전남지역본부,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-23,2012-12-31,주관사
C20100076,지방도 위험교량 가설공사 실시설계용역,설계,국내,전라남도,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(50), 한국기술개발㈜(50)",2010-06-28,2012-12-14,주관사
C20100075B,주암(조)댐 직하류 하천정비사업 실시설계용역_추가B,설계,국내,㈜다산컨설턴트,수자원부,설계시공분리발주,지분차액,준공,㈜수성엔지니어링(100),2010-06-29,2011-01-24,주관사
C20100075A,주암(조)댐 직하류 하천정비사업 실시설계용역_추가A,설계,국내,동부엔지니어링㈜,수자원부,설계시공분리발주,지분차액,준공,㈜수성엔지니어링(100),2010-06-29,2011-01-24,주관사
C20100075,주암(조)댐 직하류 하천정비사업 실시설계용역,설계,국내,한국수자원공사,수자원부,설계시공분리발주,본사업,준공,"동부엔지니어링㈜(60), ㈜다산컨설턴트(20), ㈜수성엔지니어링(20)",2010-06-29,2015-12-22,비주관사
C20100074,국도38호선 오성면사무소앞 등 8개소 보도설치공사 실시설계용역,설계,국내,수원국토관리사무소,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-23,2010-10-21,주관사
C20100073A,군자지구 도시개발사업 조사설계용역_추가A,설계,국내,세웅기술단,도시설계부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-06-25,2011-06-24,주관사
C20100073,군자지구 도시개발사업 조사설계용역,설계,국내,경기도 시흥시,도시설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(48.6), 동호(46.34), 세웅기술단(5.06)",2010-06-25,2014-04-30,주관사
C20100072,농업용저수지 둑높이기 조사설계용역(충남지역),설계,국내,한국농어촌공사 충남지역본부,수자원부,설계시공분리발주,본사업,준공,"㈜유신(70), ㈜수성엔지니어링(30)",2010-06-18,2010-10-28,비주관사
C20100071,원평천 해창갑문 설치공사 실시설계용역,설계,국내,익산지방국토관리청,수자원부,설계시공분리발주,본사업,준공,"㈜화신엔지니어링(70), ㈜수성엔지니어링(30)",2010-06-25,2011-06-22,비주관사
C20100070,시화2단계(송산그린시티)개발사업 교통영향분석개선대책(재심의)용역,설계,국내,한국수자원공사,교통부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-17,2012-07-26,주관사
C20100069,청양~우성 제2공구 건설공사 강교제작 및 설치공사 강교감리용역,감리,국내,대우에스티,건설사업관리부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-01,2010-08-31,주관사
C20100068,제2자유로 종점부 접속교차로 교통처리계획수립용역,설계,국내,한국토지주택공사 파주직할사업단,교통부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-05-25,2010-07-23,주관사
C20100067,345kV 인천화력 T/L No. 20~22호 지장철탑 이설공사 경과지설계및 철탑 안전도 검토용역,설계,국내,한국전력공사,기전팀,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-15,2010-10-14,주관사
C20100066A,안중~신왕간 도로 확.포장공사 전면책임감리용역_추가A,감리,국내,㈜홍익기술단,건설사업관리부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-06-09,2013-06-27,주관사
C20100066,안중~신왕간 도로 확.포장공사 전면책임감리용역,감리,국내,경기도 건설본부,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(51), ㈜홍익기술단(49)",2010-06-09,2016-11-07,주관사
C20100065,유기농 시범농장(대체부지)조성사업 실시설계 및 행위허가용역,설계,국내,경기도 남양주시,도시설계부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-10,2011-05-09,주관사
C20100064,난곡선 경전철 민간투자사업 제안 설계용역,설계,국내,고려개발㈜,지반부,민자(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-04,2011-12-31,주관사
C20100063,연천습지생태원 조성계획 수립 및 설계용역,설계,국내,경기관광공사,도시설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-09,2010-12-14,주관사
C20100062,난곡길 도시철도에 대한 건설 운영 계획 및 기술검토 연구용역,설계,국내,(재)서울시정개발연구원,지반부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-06-03,2011-04-13,주관사
C20100061,시흥대교 확장공사 책임감리용역,감리,국내,경기도 광명시,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(72.1), ㈜신명건설기술공사(27.9)",2010-06-04,2016-11-30,주관사
C20100060A,복하천외 2개하천 수해상습지 개선사업 실시설계용역_추가A,설계,국내,동부엔지니어링㈜,수자원부,설계시공분리발주,지분차액,준공,㈜수성엔지니어링(100),2010-05-27,2011-03-26,주관사
C20100060,복하천외 2개하천 수해상습지 개선사업 실시설계용역,설계,국내,경기도 건설본부,수자원부,설계시공분리발주,본사업,준공,"동부엔지니어링㈜(80), ㈜수성엔지니어링(20)",2010-05-27,2011-03-26,비주관사
C20100059,나주역~빛가람도시간 도로개설공사 책임감리용역,감리,국내,전라남도,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(50), 한국기술개발㈜(50)",2010-05-28,2013-11-29,주관사
C20100058,인도네시아 남수마트라 석탄운송철도 및 항만사업 타당성조사 및 입찰설계용역,설계,해외,두산건설㈜,철도설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-05-14,2013-05-13,주관사
C20100057,중앙선 복선전철(서원주~남원주) 노반 보완설계용역,설계,국내,국가철도공단,철도설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜동명기술공단종합건축사사무소(60), ㈜수성엔지니어링(40)",2010-05-13,2011-02-28,비주관사
C20100056,옥수 제13구역 주택재개발정비사업 환경보전방안 검토 용역,설계,국내,옥수 제13구역 주택재개발정비사업조합설립추진위원회,환경사업부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-04-01,2017-05-20,주관사
C20100055A,"분천~안녕간, 삼계~구문천간 도로확포장공사 통합전면책임감리용역_추가A",감리,국내,극동엔지니어링㈜,건설사업관리부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-05-14,2012-07-04,주관사
C20100055,"분천~안녕간, 삼계~구문천간 도로확포장공사 통합전면책임감리용역",감리,국내,경기도 건설본부,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(60), 극동엔지니어링㈜(40)",2010-05-14,2016-08-31,주관사
C20100054A,화양지구 간선도로 개설공사 기본 및 실시설계용역_추가A,설계,국내,한국기술개발㈜,도로부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-05-06,2011-02-06,주관사
C20100054,화양지구 간선도로 개설공사 기본 및 실시설계용역,설계,국내,울산경제자유구역청,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"한국기술개발㈜(50), ㈜수성엔지니어링(50)",2010-05-06,2011-02-06,비주관사
C20100053,압해~암태(1공구)도로건설공사 실시설계용역,설계,국내,㈜대우건설외 7개업체,도로부,턴키(미사용),본사업,준공,"㈜수성엔지니어링(57.03), 디엠(33.63), ㈜도화엔지니어링(9.3)",2010-04-29,2010-08-30,주관사
C20100052A,수도권고속철도(수서~평택) 제3공구 노반 기본 및 실시설계용역_추가A,설계,국내,시원디엔씨,철도설계부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-04-29,2011-07-27,주관사
C20100052,수도권고속철도(수서~평택) 제3공구 노반 기본 및 실시설계용역,설계,국내,국가철도공단,철도설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜동명기술공단종합건축사사무소(43), ㈜수성엔지니어링(37), ㈜삼보기술단(20)",2010-04-29,2015-04-30,비주관사
C20100051A,00지구 도시개발구역지정 및 개발계획 수립용역_추가A,설계,국내,㈜대한콘설탄트,도시계획부,지명경쟁입찰(후PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-04-26,2011-04-26,주관사
C20100051,00지구 도시개발구역지정 및 개발계획 수립용역,설계,국내,경기주택도시공사,도시계획부,지명경쟁입찰(후PQ)(미사용),본사업,준공,"㈜수성엔지니어링(70), ㈜대한콘설탄트(30)",2010-04-26,2018-10-05,주관사
C20100050,경의선 횡단 운정과선교 신설공사 전면책임감리용역,감리,국내,국가철도공단,철도건설관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),2010-05-04,2012-04-30,주관사
C20100049A,진주종합경기장 연결도로 개설공사 기본 및 실시설계용역_추가A,설계,국내,㈜우진,도로부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-04-26,2011-04-26,주관사
C20100049,진주종합경기장 연결도로 개설공사 기본 및 실시설계용역,설계,국내,경상남도 진주시,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(70), ㈜우진(30)",2010-04-26,2012-07-05,주관사
C20100048,라오스 비엔티안시~통망(약25Km구간) 철도건설사업 타당성 조사용역,설계,해외,한라건설㈜,철도설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-04-22,2010-08-31,주관사
C20100047,2014 인천아시아경기대회 미디어촌 도시개발사업 통합영향평가용역,설계,국내,인천광역시,환경사업부,일반경쟁(미사용),본사업,준공,"㈜수성엔지니어링(70), 청해(30)",2010-04-27,2010-12-29,주관사
C20100046,345kV 신김포분기 T/L철탑특수기초 설계용역,설계,국내,한국전력공사 남서울건설지사,기전팀,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-04-27,2011-09-22,주관사
C20100045A,구미 디지털산업지구 진입도로개설 기본 및 실시설계용역_추가A,설계,국내,㈜동성엔지니어링,도로부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-04-21,2010-10-19,주관사
C20100045,구미 디지털산업지구 진입도로개설 기본 및 실시설계용역,설계,국내,경상북도 구미시,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜동성엔지니어링(50), ㈜수성엔지니어링(50)",2010-04-21,2010-11-23,비주관사
C20100044,광주효천2 보금자리주택지구조성사업 교통영향분석.개선대책변경신고 용역,설계,국내,한국토지주택공사 광주전남지역본부,교통부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-04-21,2999-12-31,주관사
C20100043A,지리산 국립공원 로프웨이설치 환경영향평가용역_추가A,설계,국내,㈜국성건설엔지니어링,환경사업부,설계시공분리발주,지분차액,준공,㈜수성엔지니어링(100),2010-04-26,2011-03-25,주관사
C20100043,지리산 국립공원 로프웨이설치 환경영향평가용역,설계,국내,조달청(전북특별자치도 남원시 환경사업소),환경사업부,설계시공분리발주,본사업,준공,"㈜수성엔지니어링(70), ㈜국성건설엔지니어링(30)",2010-04-26,2012-04-24,주관사
C20100042A,2010년도 국도 ITS 기반 인프라(국도 6호선 등) 구축 설계용역_추가A,설계,국내,대영유비텍 주식회사,교통부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-04-15,2010-06-19,주관사
C20100042,2010년도 국도 ITS 기반 인프라(국도 6호선 등) 구축 설계용역,설계,국내,한국건설기술연구원,교통부,지명경쟁입찰(PQ)(미사용),본사업,준공,"대영유비텍 주식회사(50), ㈜수성엔지니어링(50)",2010-04-15,2010-06-19,비주관사
C20100041,검단산업단지~검단IC간 도로개설공사 기본 및 실시설계용역,설계,국내,인천광역시 종합건설본부,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(70), 일진인터내셔날㈜(30)",2010-04-23,2019-03-27,주관사
C20100040A,영산강살리기 1공구(무안.영암지구)생태하천 조성사업 전면책임감리용역_추가A,감리,국내,㈜신명건설기술공사,건설사업관리부,용역형 건설사업관리,지분차액,준공,㈜수성엔지니어링(100),2010-04-19,2012-02-28,주관사
C20100040,영산강살리기 1공구(무안.영암지구)생태하천 조성사업 전면책임감리용역,감리,국내,전라남도,건설사업관리부,용역형 건설사업관리,본사업,준공,"㈜수성엔지니어링(51), ㈜신명건설기술공사(49)",2010-04-19,2012-06-14,주관사
C20100039,서울서초 보금자리주택사업지구 조성사업 교통영향분석.개선대책 변경신고 용역,설계,국내,한국토지주택공사 서울지역본부,교통부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-04-12,2010-07-31,주관사
C20100038,대구도시철도1호선 서편(대곡~설화)연장건설공사 전면책임감리용역,감리,국내,대구광역시 도시철도건설본부,철도건설관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(55), ㈜강산이앤씨(25), 서린(10), 백림(9), 한방유비스(1)",2010-04-26,2016-08-31,주관사
C20100037A,고양시 지능형교통체계(ITS) 2단계 구축사업(UTIS) 전면책임감리용역_추가A,감리,국내,대영유비텍 주식회사,건설사업관리부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-04-09,2011-05-09,주관사
C20100037,고양시 지능형교통체계(ITS) 2단계 구축사업(UTIS) 전면책임감리용역,감리,국내,경기도 고양시,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"대영유비텍 주식회사(74.5), ㈜수성엔지니어링(25.5)",2010-04-09,2012-01-31,비주관사
C20100036,울산신항 인입철도 타당성조사 및 기본계획,설계,국내,국토교통부,철도설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜서영엔지니어링(55), ㈜수성엔지니어링(45)",2010-03-31,2010-12-02,비주관사
C20100035,송산산업단지 진입도로 건설공사 실시설계용역,설계,국내,충청남도 종합건설사업소,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(60), ㈜다우컨설턴트(40)",2010-03-26,2011-05-09,주관사
C20100034,민락2지구 낙양 물사랑 공원 건설사업 환경영향예측 용역,설계,국내,경기도 의정부시 민락2지구,환경사업부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-03-16,2010-04-21,주관사
C20100033,영주 다목적댐 건설공사 실시설계,설계,국내,삼성물산 외 6개업체,구조부,턴키(미사용),본사업,준공,"㈜삼안(87.22), ㈜수성엔지니어링(12.78)",2010-02-15,2010-05-31,비주관사
C20100032A,2010년 고가차도 철거 및 교통개선공사 실시설계_추가A,설계,국내,㈜대한콘설탄트,교통부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-03-17,2011-04-22,주관사
C20100032,2010년 고가차도 철거 및 교통개선공사 실시설계,설계,국내,서울특별시 도시기반시설본부,교통부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜대한콘설탄트(55), ㈜수성엔지니어링(45)",2010-03-17,2011-09-02,비주관사
C20100031,용인도시계획도로 중1-119호(역북~삼가) 개설공사 실시설계용역,설계,국내,경기도 용인특례시,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(50.96), ㈜다산컨설턴트(49.04)",2010-03-24,2011-09-26,주관사
C20100030,체육공원 조성사업 기본 및 실시설계용역,설계,국내,경기도 용인특례시,도시설계부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-03-05,2010-12-27,주관사
C20100029,아산 영인면 일반산업단지 조성사업 ,설계,국내,창성종합물산,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-02-23,2010-10-12,주관사
C20100028,석수동 삼막마을 도로개설공사 실시설계용역,설계,국내,경기도 안양시 만안구,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-02-25,2010-05-25,주관사
C20100027,박달2동 대림아파트주변 공원조성공사 실시설계용역,설계,국내,경기도 안양시 만안구,도시설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),2010-02-09,2010-03-18,주관사
C20100026,중정로 보행환경조성사업 기본 및 실시설계용역,설계,국내,제주특별자치도 서귀포시,도시설계부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-03-11,2012-02-10,주관사
C20100025A,소하천정비 종합계획(재정비) 수립용역_추가A,설계,국내,동부엔지니어링㈜,수자원부,설계시공분리발주,지분차액,준공,㈜수성엔지니어링(100),2010-02-26,2011-03-03,주관사
C20100025,소하천정비 종합계획(재정비) 수립용역,설계,국내,경기도 평택시 건설교통사업소,수자원부,설계시공분리발주,본사업,준공,"동부엔지니어링㈜(70), ㈜수성엔지니어링(30)",2010-02-26,2011-10-02,비주관사
C20100024,내지소하천정비 시행계획 수립을 위한 실시설계 및 사전환경성검토용역,설계,국내,광주광역시 동구,수자원부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),2010-02-25,2010-11-29,주관사
C20100023,안양로 수벽경관개선사업 실시설계용역,설계,국내,경기도 안양시 만안구,도시설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-02-22,2010-03-24,주관사
C20100022,용인도시계획도로 중1-73호 개설공사 실시설계용역,설계,국내,경기도 용인특례시,도로부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-03-05,2012-03-05,주관사
C20100021,평택이충(2) 지하차도 연장공사 중 관리사무소 토목설계용역,설계,국내,신동아건설㈜,구조부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-01-01,2010-03-31,주관사
C20100020A,김포 한강 메트로 건설공사 기본조사용역_추가A,설계,국내,㈜삼보기술단,철도설계부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-02-18,2010-05-18,주관사
C20100020,김포 한강 메트로 건설공사 기본조사용역,설계,국내,국가철도공단,철도설계부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(75.1), ㈜삼보기술단(18.77), 경기문화재단(6.13)",2010-02-18,2013-06-30,주관사
C20100019,규암우회도로건설공사 중 놀뫼대교 감리용역,감리,국내,㈜케이씨씨건설 철구사업부,건설사업관리부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2009-08-16,2009-10-15,주관사
C20100018A,상리~용진간 도로확포장공사 책임감리용역_추가A,감리,국내,㈜세광문화사,건설사업관리부,지명경쟁입찰(PQ)(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-02-08,2014-02-11,주관사
C20100018,상리~용진간 도로확포장공사 책임감리용역,감리,국내,충청북도 단양군,건설사업관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(51), ㈜홍익기술단(49)",2010-02-08,2014-02-11,주관사
C20100017,로봇랜드 지구외 상.하수도 시설계획 검토용역,설계,국내,㈜인천로봇랜드,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-02-05,2010-05-31,주관사
C20100016,박달2동 금호아파트입구 소공원 조성공사 실시설계용역,설계,국내,경기도 안양시 만안구,도시설계부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-01-28,2010-03-12,주관사
C20100015,금강살리기 6공구(청남지구) 사업(T/K) 실시설계용역,설계,국내,지에스건설㈜ 외 8개업체,수자원부,설계시공일괄발주(T/K),본사업,준공,"㈜도화엔지니어링(78.74), ㈜다산이엔지(11.81), ㈜수성엔지니어링(9.45)",2009-10-15,2010-05-31,비주관사
C20100014,연천-신탄리 도로건설공사(제1공구) 교차로 2개소 형식변경,설계,국내,금광기업㈜,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-02-01,2010-02-20,주관사
C20100013,귀인동 단독주택지 진입도로 개설공사 실시설계용역,설계,국내,경기도 안양시 동안구,도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-01-29,2010-04-01,주관사
C20100012,영천하이테크파크지구 진입도로 개설공사 실시설계용역,설계,국내,대구경북 경제자유구역청,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜동성엔지니어링(50), ㈜수성엔지니어링(50)",2010-01-29,2010-11-30,비주관사
C20100011,광명시 상수도관로 누수탐사용역 ,설계,국내,경기도 광명시 환경수도사업소,상하수도부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-01-28,2010-12-19,주관사
C20100010A,순성~당진간 지방도 2차로 확포장공사 실시설계용역_추가A,설계,국내,㈜다우컨설턴트,도로부,일반경쟁(미사용),지분차액,준공,㈜수성엔지니어링(100),2010-01-29,2010-11-24,주관사
C20100010,순성~당진간 지방도 2차로 확포장공사 실시설계용역,설계,국내,충청남도 종합건설사업소,도로부,일반경쟁(미사용),본사업,준공,"㈜수성엔지니어링(70), ㈜다우컨설턴트(30)",2010-01-29,2010-11-24,주관사
C20100009,역북소공원 조성사업 기본계획 및 실시설계용역,설계,국내,경기도 용인특례시,도시설계부,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-02-08,2010-05-10,주관사
C20100008,영월~방림(1) 도로건설공사 중 보완설계 용역,설계,국내,쌍용건설 (주),도로부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2010-01-15,2010-09-30,주관사
C20100007,154kV 서소T/L 안전이격확보공사 경과지 설계용역,설계,국내,한국전력공사,기전팀,일반경쟁(미사용),본사업,준공,㈜수성엔지니어링(100),2010-01-21,2010-02-10,주관사
